Clothing_Barcode,Clothing_Category,LocationID,Selling_Price,Clothing_Type,Clothing_Description,Clothing_Brand,Clothing_Size,Clothing_Color,Clothing_Gender,Clothing_Condition
1357,2,3,60,Jacket,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Poor
1358,1,3,45,Vest,Wool vest with breast pocket,Patagonia,M,Blue,Male,Great
1359,1,1,48,Shoes,Puffy winter coat,Volcom,L,Red,Male,Good
1360,2,3,42,Sweatshirt,classic vans,Vans,11,Red,Male,Fair
1361,5,1,26,Shorts,classic vans,Vans,10,Black,Male,Great
1362,4,1,15,Hat,stomper boots,black,8,Black,Female,Poor
1363,3,3,36,Shirt,light twirly dress,Free People,4,Pink,Female,Good
1364,3,1,20,Dress,Classic jene jacket,Levy,L,Blue,Female,Fair
1365,2,1,59,Pants,grey sweatshirt plain,Champion,XL,Grey,Male,Good
1366,3,1,53,Jacket,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Good
1367,6,2,39,Vest,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Good
1368,2,2,48,Shoes,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Great
1369,6,1,59,Sweatshirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Poor
1370,2,1,67,Shorts,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Great
1371,1,1,48,Hat,Old cowboy boots,Tough,13,Brown,Male,Good
1372,5,3,64,Shirt,High Heels Red,Vanity,6,Red,Female,Fair
1373,5,1,68,Dress,Classic Levy Shirt,Levy,M,Grey,Female,Great
1374,1,3,50,Pants,Classic frat shorts,Vineyard Vines,31,Pink,Male,Poor
1375,1,2,56,Jacket,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1376,2,2,19,Vest,Carhart logo hat,Carhart,M,Brown,Unisex,Fair
1377,2,3,29,Shoes,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Good
1378,2,1,57,Sweatshirt,Old trendy black high waisted,Levy,30,Black,Female,Good
1379,5,2,15,Shorts,Australian beach sweatshirt,Champion,L,Grey,Unisex,Good
1380,5,1,17,Hat,Short shorts jene style,Levy,29,Blue,Female,Great
1381,5,1,41,Shirt,Small brown phish shirt - 2008,Concert,S,Brown,Male,Good
1382,3,3,29,Dress,light purple flowery dress,Lulus,4,Purple,Female,Fair
1383,4,3,21,Pants,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Fair
1384,2,1,35,Jacket,classic jenes,Levy,34,Blue,Male,Poor
1385,2,3,18,Vest,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
1386,1,1,16,Shoes,Solid dual pocket denim,Levy,M,Blue,Female,Fair
1387,6,3,28,Sweatshirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Poor
1388,4,3,26,Shorts,Wool vest with breast pocket,Patagonia,M,Blue,Male,Great
1389,1,3,23,Hat,Puffy winter coat,Volcom,L,Red,Male,Good
1390,5,1,32,Shirt,classic vans,Vans,11,Red,Male,Great
1391,6,3,19,Dress,classic vans,Vans,10,Black,Female,Poor
1392,2,3,60,Pants,stomper boots,black,8,Black,Female,Great
1393,1,3,38,Jacket,light twirly dress,Free People,4,Pink,Female,Good
1394,5,3,19,Vest,Classic jene jacket,Levy,L,Blue,Unisex,Fair
1395,6,1,60,Shoes,grey sweatshirt plain,Champion,XL,Grey,Male,Great
1396,6,3,45,Sweatshirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Poor
1397,1,2,55,Shorts,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Good
1398,3,1,38,Hat,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Fair
1399,2,3,69,Shirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1400,5,2,65,Dress,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Good
1401,5,3,67,Pants,Old cowboy boots,Tough,13,Brown,Male,Good
1402,3,2,56,Jacket,High Heels Red,Vanity,6,Red,Female,Great
1403,2,1,33,Vest,Classic Levy Shirt,Levy,M,Grey,Female,Good
1404,4,2,55,Shoes,Classic frat shorts,Vineyard Vines,31,Pink,Male,Fair
1405,4,1,23,Sweatshirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Fair
1406,2,1,27,Shorts,Carhart logo hat,Carhart,M,Brown,Unisex,Poor
1407,6,2,62,Hat,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Fair
1408,4,3,53,Shirt,Old trendy black high waisted,Levy,30,Black,Female,Fair
1409,2,3,42,Dress,Australian beach sweatshirt,Champion,L,Grey,Female,Poor
1410,5,1,55,Pants,Short shorts jene style,Levy,29,Blue,Female,Great
1411,2,2,40,Jacket,Small brown phish shirt - 2008,Concert,S,Brown,Male,Good
1412,1,1,27,Vest,light purple flowery dress,Lulus,4,Purple,Female,Great
1413,6,1,36,Shoes,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Fair
1414,4,1,68,Sweatshirt,classic jenes,Levy,34,Blue,Male,Good
1415,3,2,51,Shorts,Drapey paper bag pants,Madewell,6,Orange,Female,Great
1416,2,2,27,Hat,Solid dual pocket denim,Levy,M,Blue,Female,Good
1417,2,3,61,Shirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Poor
1418,4,2,33,Dress,Wool vest with breast pocket,Patagonia,M,Blue,Female,Good
1419,2,2,56,Pants,Puffy winter coat,Volcom,L,Red,Male,Good
1420,3,1,61,Jacket,classic vans,Vans,11,Red,Male,Great
1421,3,2,66,Vest,classic vans,Vans,10,Black,Male,Poor
1422,1,1,20,Shoes,stomper boots,black,8,Black,Female,Great
1423,5,3,54,Sweatshirt,light twirly dress,Free People,4,Pink,Female,Good
1424,3,1,30,Shorts,Classic jene jacket,Levy,L,Blue,Unisex,Fair
1425,6,1,66,Hat,grey sweatshirt plain,Champion,XL,Grey,Male,Great
1426,4,3,15,Shirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Poor
1427,1,3,28,Dress,Vintage Bondi Beach Shirt,Champion,L,Red,Female,Great
1428,1,1,50,Pants,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
1429,5,1,52,Jacket,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Fair
1430,2,3,49,Vest,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Great
1431,4,3,63,Shoes,Old cowboy boots,Tough,13,Brown,Male,Poor
1432,2,2,55,Sweatshirt,High Heels Red,Vanity,6,Red,Female,Good
1433,2,1,42,Shorts,Classic Levy Shirt,Levy,M,Grey,Female,Fair
1434,1,2,24,Hat,Classic frat shorts,Vineyard Vines,31,Pink,Male,Good
1435,1,2,38,Shirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1436,5,2,17,Dress,Carhart logo hat,Carhart,M,Brown,Female,Good
1437,2,2,20,Pants,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Great
1438,4,3,69,Jacket,Old trendy black high waisted,Levy,30,Black,Female,Good
1439,4,1,45,Vest,Australian beach sweatshirt,Champion,L,Grey,Unisex,Fair
1440,3,1,68,Shoes,Short shorts jene style,Levy,29,Blue,Female,Fair
1441,4,2,63,Sweatshirt,Small brown phish shirt - 2009,Concert,S,Brown,Male,Poor
1442,5,3,15,Shorts,light purple flowery dress,Lulus,4,Purple,Female,Fair
1443,1,2,16,Hat,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Fair
1444,3,2,26,Shirt,classic jenes,Levy,34,Blue,Male,Poor
1445,6,2,48,Dress,Drapey paper bag pants,Madewell,6,Orange,Female,Great
1446,4,1,36,Pants,Solid dual pocket denim,Levy,M,Blue,Female,Good
1447,6,3,38,Jacket,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Great
1448,3,1,38,Vest,Wool vest with breast pocket,Patagonia,M,Blue,Male,Fair
1449,3,1,63,Shoes,Puffy winter coat,Volcom,L,Red,Male,Good
1450,1,1,48,Sweatshirt,classic vans,Vans,11,Red,Male,Great
1451,5,1,33,Shorts,classic vans,Vans,10,Black,Male,Good
1452,5,1,25,Hat,stomper boots,black,8,Black,Female,Poor
1453,1,1,53,Shirt,light twirly dress,Free People,4,Pink,Female,Good
1454,2,1,37,Dress,Classic jene jacket,Levy,L,Blue,Female,Good
1455,4,2,58,Pants,grey sweatshirt plain,Champion,XL,Grey,Male,Great
1456,4,2,23,Jacket,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Poor
1457,3,2,54,Vest,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Great
1458,3,2,33,Shoes,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
1459,5,1,65,Sweatshirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Fair
1460,1,2,63,Shorts,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Great
1461,6,3,20,Hat,Old cowboy boots,Tough,13,Brown,Male,Poor
1462,3,3,69,Shirt,High Heels Red,Vanity,6,Red,Female,Good
1463,4,2,67,Dress,Classic Levy Shirt,Levy,M,Grey,Female,Fair
1464,2,1,57,Pants,Classic frat shorts,Vineyard Vines,31,Pink,Male,Good
1465,5,2,58,Jacket,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1466,2,2,44,Vest,Carhart logo hat,Carhart,M,Brown,Unisex,Good
1467,4,3,29,Shoes,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Great
1468,6,3,32,Sweatshirt,Old trendy black high waisted,Levy,30,Black,Female,Good
1469,6,1,15,Shorts,Australian beach sweatshirt,Champion,L,Grey,Unisex,Fair
1470,5,1,16,Hat,Short shorts jene style,Levy,29,Blue,Female,Fair
1471,4,2,45,Shirt,Small brown phish shirt - 2009,Concert,S,Brown,Male,Poor
1472,4,1,39,Dress,light purple flowery dress,Lulus,4,Purple,Female,Fair
1473,6,3,30,Pants,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Fair
1474,5,3,70,Jacket,classic jenes,Levy,34,Blue,Male,Poor
1475,5,1,54,Vest,Drapey paper bag pants,Madewell,6,Orange,Female,Great
1476,1,1,62,Shoes,Solid dual pocket denim,Levy,M,Blue,Female,Good
1477,2,2,55,Sweatshirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Great
1478,4,3,35,Shorts,Wool vest with breast pocket,Patagonia,M,Blue,Male,Fair
1479,4,2,41,Hat,Puffy winter coat,Volcom,L,Red,Male,Good
1480,4,3,42,Shirt,classic vans,Vans,11,Red,Male,Great
1481,1,2,18,Dress,classic vans,Vans,10,Black,Female,Good
1482,6,2,18,Pants,stomper boots,black,8,Black,Female,Poor
1483,4,2,58,Jacket,light twirly dress,Free People,4,Pink,Female,Good
1484,2,1,70,Vest,Classic jene jacket,Levy,L,Blue,Unisex,Good
1485,4,3,70,Shoes,grey sweatshirt plain,Champion,XL,Grey,Male,Great
1486,4,3,47,Sweatshirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Poor
1487,5,3,18,Shorts,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Great
1488,5,2,45,Hat,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
1489,6,1,48,Shirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Fair
1490,5,3,28,Dress,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Great
1491,3,3,52,Pants,Old cowboy boots,Tough,13,Brown,Male,Poor
1492,2,3,15,Jacket,High Heels Red,Vanity,6,Red,Female,Good
1493,3,3,33,Vest,Classic Levy Shirt,Levy,M,Grey,Female,Fair
1494,3,3,33,Shoes,Classic frat shorts,Vineyard Vines,31,Pink,Male,Good
1495,1,3,56,Sweatshirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1496,5,1,29,Shorts,Carhart logo hat,Carhart,M,Brown,Unisex,Good
1497,4,3,62,Hat,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Great
1498,3,2,26,Shirt,Old trendy black high waisted,Levy,30,Black,Female,Good
1499,6,2,49,Dress,Australian beach sweatshirt,Champion,L,Grey,Female,Fair
1500,5,3,41,Pants,Short shorts jene style,Levy,29,Blue,Female,Fair
1501,1,3,22,Jacket,Small brown phish shirt - 2009,Concert,S,Brown,Male,Poor
1502,6,1,43,Vest,light purple flowery dress,Lulus,4,Purple,Female,Fair
1503,6,1,70,Shoes,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Fair
1504,6,1,42,Sweatshirt,classic jenes,Levy,34,Blue,Male,Poor
1505,2,2,29,Shorts,Drapey paper bag pants,Madewell,6,Orange,Female,Great
1506,1,1,65,Hat,Solid dual pocket denim,Levy,M,Blue,Female,Good
1507,6,2,17,Shirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Great
1508,5,3,40,Dress,Wool vest with breast pocket,Patagonia,M,Blue,Female,Fair
1509,3,2,29,Pants,Puffy winter coat,Volcom,L,Red,Male,Good
1510,2,3,62,Jacket,classic vans,Vans,11,Red,Male,Great
1511,2,1,41,Vest,classic vans,Vans,10,Black,Male,Good
1512,2,1,49,Shoes,stomper boots,black,8,Black,Female,Poor
1513,5,2,27,Sweatshirt,light twirly dress,Free People,4,Pink,Female,Good
1514,4,2,61,Shorts,Classic jene jacket,Levy,L,Blue,Unisex,Good
1515,6,3,34,Hat,grey sweatshirt plain,Champion,XL,Grey,Male,Great
1516,3,1,51,Shirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Poor
1517,2,1,35,Dress,Vintage Bondi Beach Shirt,Champion,L,Red,Female,Great
1518,1,1,63,Pants,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
1519,4,2,17,Jacket,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Fair
1520,4,1,51,Vest,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Great
1521,5,2,36,Shoes,Old cowboy boots,Tough,13,Brown,Male,Poor
1522,1,3,37,Sweatshirt,High Heels Red,Vanity,6,Red,Female,Good
1523,5,1,28,Shorts,Classic Levy Shirt,Levy,M,Grey,Female,Fair
1524,5,1,37,Hat,Classic frat shorts,Vineyard Vines,31,Pink,Male,Good
1525,2,3,52,Shirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1526,1,3,42,Dress,Carhart logo hat,Carhart,M,Brown,Female,Good
1527,6,1,59,Pants,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Great
1528,5,2,57,Jacket,Old trendy black high waisted,Levy,30,Black,Female,Good
1529,3,2,34,Vest,Australian beach sweatshirt,Champion,L,Grey,Unisex,Fair
1530,6,2,16,Shoes,Short shorts jene style,Levy,29,Blue,Female,Fair
1531,1,1,53,Sweatshirt,Small brown phish shirt - 2009,Concert,S,Brown,Male,Poor
1532,4,1,67,Shorts,light purple flowery dress,Lulus,4,Purple,Female,Fair
1533,1,1,36,Hat,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Fair
1534,5,2,37,Shirt,classic jenes,Levy,34,Blue,Male,Poor
1535,1,2,63,Dress,Drapey paper bag pants,Madewell,6,Orange,Female,Great
1536,5,2,36,Pants,Solid dual pocket denim,Levy,M,Blue,Female,Good
1537,3,1,29,Jacket,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Great
1538,1,1,36,Vest,Wool vest with breast pocket,Patagonia,M,Blue,Male,Fair
1539,5,2,22,Shoes,Puffy winter coat,Volcom,L,Red,Male,Good
1540,5,2,19,Sweatshirt,classic vans,Vans,11,Red,Male,Great
1541,3,3,58,Shorts,classic vans,Vans,10,Black,Male,Good
1542,5,3,61,Hat,stomper boots,black,8,Black,Female,Poor
1543,4,2,18,Shirt,light twirly dress,Free People,4,Pink,Female,Good
1544,4,3,40,Dress,Classic jene jacket,Levy,L,Blue,Female,Good
1545,2,3,17,Pants,grey sweatshirt plain,Champion,XL,Grey,Male,Great
1546,3,1,68,Jacket,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Poor
1547,2,2,30,Vest,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Great
1548,1,1,50,Shoes,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
1549,3,3,44,Sweatshirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Fair
1550,3,3,22,Shorts,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Great
1551,5,1,57,Hat,Old cowboy boots,Tough,13,Brown,Male,Poor
1552,5,2,22,Shirt,High Heels Red,Vanity,6,Red,Female,Good
1553,5,2,36,Dress,Classic Levy Shirt,Levy,M,Grey,Female,Fair
1554,5,3,22,Pants,Classic frat shorts,Vineyard Vines,31,Pink,Male,Good
1555,2,3,58,Jacket,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1556,6,1,18,Vest,Carhart logo hat,Carhart,M,Brown,Unisex,Good
1557,5,2,52,Shoes,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Poor
1558,1,3,65,Sweatshirt,Old trendy black high waisted,Levy,30,Black,Female,Great
1559,5,2,41,Shorts,Australian beach sweatshirt,Champion,L,Grey,Unisex,Good
1560,1,1,33,Hat,Short shorts jene style,Levy,29,Blue,Female,Fair
1561,3,2,62,Shirt,Small brown phish shirt - 2010,Concert,S,Brown,Male,Great
1562,3,3,67,Dress,light purple flowery dress,Lulus,4,Purple,Female,Poor
1563,1,1,30,Pants,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Good
1564,4,3,44,Jacket,classic jenes,Levy,34,Blue,Male,Fair
1565,3,2,34,Vest,Drapey paper bag pants,Madewell,6,Orange,Female,Good
1566,1,1,52,Shoes,Solid dual pocket denim,Levy,M,Blue,Female,Good
1567,6,3,62,Sweatshirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Good
1568,6,2,58,Shorts,Wool vest with breast pocket,Patagonia,M,Blue,Male,Great
1569,5,1,50,Hat,Puffy winter coat,Volcom,L,Red,Male,Good
1570,6,1,45,Shirt,classic vans,Vans,11,Red,Male,Poor
1571,1,3,53,Dress,classic vans,Vans,10,Black,Female,Great
1572,6,1,16,Pants,stomper boots,black,8,Black,Female,Good
1573,3,2,27,Jacket,light twirly dress,Free People,4,Pink,Female,Fair
1574,3,3,23,Vest,Classic jene jacket,Levy,L,Blue,Unisex,Great
1575,5,3,45,Shoes,grey sweatshirt plain,Champion,XL,Grey,Male,Poor
1576,2,1,43,Sweatshirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Good
1577,2,3,43,Shorts,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Fair
1578,6,1,63,Hat,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Good
1579,6,1,65,Shirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Good
1580,6,2,67,Dress,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Good
1581,1,1,51,Pants,Old cowboy boots,Tough,13,Brown,Male,Great
1582,3,1,50,Jacket,High Heels Red,Vanity,6,Red,Female,Poor
1583,2,1,54,Vest,Classic Levy Shirt,Levy,M,Grey,Female,Great
1584,3,3,15,Shoes,Classic frat shorts,Vineyard Vines,31,Pink,Male,Good
1585,6,3,24,Sweatshirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Fair
1586,4,1,38,Shorts,Carhart logo hat,Carhart,M,Brown,Unisex,Great
1587,1,3,21,Hat,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Poor
1588,2,2,49,Shirt,Old trendy black high waisted,Levy,30,Black,Female,Good
1589,4,2,60,Dress,Australian beach sweatshirt,Champion,L,Grey,Female,Fair
1590,5,3,55,Pants,Short shorts jene style,Levy,29,Blue,Female,Good
1591,1,2,50,Jacket,Small brown phish shirt - 2010,Concert,S,Brown,Male,Good
1592,3,1,56,Vest,light purple flowery dress,Lulus,4,Purple,Female,Good
1593,6,1,50,Shoes,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Great
1594,6,2,46,Sweatshirt,classic jenes,Levy,34,Blue,Male,Good
1595,6,1,22,Shorts,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
1596,3,3,18,Hat,Solid dual pocket denim,Levy,M,Blue,Female,Fair
1597,6,3,45,Shirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Poor
1598,3,3,58,Dress,Wool vest with breast pocket,Patagonia,M,Blue,Female,Fair
1599,3,2,48,Pants,Puffy winter coat,Volcom,L,Red,Male,Fair
1600,4,2,32,Jacket,classic vans,Vans,11,Red,Male,Poor
1601,2,1,17,Vest,classic vans,Vans,10,Black,Male,Great
1602,2,1,50,Shoes,stomper boots,black,8,Black,Female,Good
1603,5,3,44,Sweatshirt,light twirly dress,Free People,4,Pink,Female,Great
1604,2,2,58,Shorts,Classic jene jacket,Levy,L,Blue,Unisex,Poor
1605,2,1,15,Hat,grey sweatshirt plain,Champion,XL,Grey,Male,Great
1606,5,3,63,Shirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Good
1607,3,3,39,Dress,Vintage Bondi Beach Shirt,Champion,L,Red,Female,Fair
1608,6,3,61,Pants,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Great
1609,1,2,19,Jacket,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Poor
1610,2,2,64,Vest,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Good
1611,3,3,57,Shoes,Old cowboy boots,Tough,13,Brown,Male,Fair
1612,1,1,23,Sweatshirt,High Heels Red,Vanity,6,Red,Female,Good
1613,6,3,59,Shorts,Classic Levy Shirt,Levy,M,Grey,Female,Good
1614,5,3,31,Hat,Classic frat shorts,Vineyard Vines,31,Pink,Male,Good
1615,4,3,44,Shirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Great
1616,3,3,59,Dress,Carhart logo hat,Carhart,M,Brown,Female,Good
1617,2,1,58,Pants,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Fair
1618,6,1,15,Jacket,Old trendy black high waisted,Levy,30,Black,Female,Fair
1619,2,2,54,Vest,Australian beach sweatshirt,Champion,L,Grey,Unisex,Poor
1620,4,2,36,Shoes,Short shorts jene style,Levy,29,Blue,Female,Fair
1621,6,3,24,Sweatshirt,Small brown phish shirt - 2010,Concert,S,Brown,Male,Fair
1622,2,1,18,Shorts,light purple flowery dress,Lulus,4,Purple,Female,Poor
1623,4,3,70,Hat,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Great
1624,2,1,58,Shirt,classic jenes,Levy,34,Blue,Male,Good
1625,3,3,57,Dress,Drapey paper bag pants,Madewell,6,Orange,Female,Great
1626,6,2,50,Pants,Solid dual pocket denim,Levy,M,Blue,Female,Fair
1627,2,2,42,Jacket,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Good
1628,1,2,62,Vest,Wool vest with breast pocket,Patagonia,M,Blue,Male,Great
1629,5,3,31,Shoes,Puffy winter coat,Volcom,L,Red,Male,Good
1630,2,1,32,Sweatshirt,classic vans,Vans,11,Red,Male,Poor
1631,4,3,55,Shorts,classic vans,Vans,10,Black,Male,Good
1632,2,1,40,Hat,stomper boots,black,8,Black,Female,Good
1633,5,3,16,Shirt,light twirly dress,Free People,4,Pink,Female,Great
1634,2,2,19,Dress,Classic jene jacket,Levy,L,Blue,Female,Poor
1635,1,2,62,Pants,grey sweatshirt plain,Champion,XL,Grey,Male,Great
1636,5,1,27,Jacket,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Good
1637,2,2,23,Vest,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Fair
1638,5,2,57,Shoes,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Great
1639,3,2,64,Sweatshirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Poor
1640,3,2,67,Shorts,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Great
1641,3,2,40,Hat,Old cowboy boots,Tough,13,Brown,Male,Good
1642,1,2,34,Shirt,High Heels Red,Vanity,6,Red,Female,Fair
1643,3,2,67,Dress,Classic Levy Shirt,Levy,M,Grey,Female,Great
1644,2,1,47,Pants,Classic frat shorts,Vineyard Vines,31,Pink,Male,Poor
1645,4,1,56,Jacket,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1646,2,2,38,Vest,Carhart logo hat,Carhart,M,Brown,Unisex,Fair
1647,3,3,55,Shoes,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Good
1648,5,3,34,Sweatshirt,Old trendy black high waisted,Levy,30,Black,Female,Good
1649,6,1,60,Shorts,Australian beach sweatshirt,Champion,L,Grey,Unisex,Good
1650,6,2,36,Hat,Short shorts jene style,Levy,29,Blue,Female,Great
1651,1,1,17,Shirt,Small brown phish shirt - 2010,Concert,S,Brown,Male,Good
1652,6,1,15,Dress,light purple flowery dress,Lulus,4,Purple,Female,Fair
1653,3,2,60,Pants,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Fair
1654,6,2,49,Jacket,classic jenes,Levy,34,Blue,Male,Poor
1655,1,1,17,Vest,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
1656,1,3,37,Shoes,Solid dual pocket denim,Levy,M,Blue,Female,Fair
1657,2,2,27,Sweatshirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Poor
1658,3,3,46,Shorts,Wool vest with breast pocket,Patagonia,M,Blue,Male,Great
1659,5,3,23,Hat,Puffy winter coat,Volcom,L,Red,Male,Good
1660,3,1,20,Shirt,classic vans,Vans,11,Red,Male,Great
1661,3,3,42,Dress,classic vans,Vans,10,Black,Female,Fair
1662,2,1,38,Pants,stomper boots,black,8,Black,Female,Good
1663,5,1,56,Jacket,light twirly dress,Free People,4,Pink,Female,Great
1664,2,3,46,Vest,Classic jene jacket,Levy,L,Blue,Unisex,Good
1665,4,2,60,Shoes,grey sweatshirt plain,Champion,XL,Grey,Male,Poor
1666,3,1,40,Sweatshirt,Old beatup steamboat shirt,Steamboat,XXL,White,Male,Good
1667,1,2,43,Shorts,Vintage Bondi Beach Shirt,Champion,L,Red,Male,Good
1668,6,2,63,Hat,Vintage Old British Plaid Pants,Plaid,34,Red,Male,Great
1669,5,2,55,Shirt,Light blue grey wolf by creek,Onix,L,Blue,Unisex,Poor
1670,2,3,51,Dress,Flower Knitted dress,Lovely Vintage,M,Yellow,Female,Great
1671,3,1,24,Pants,Old cowboy boots,Tough,13,Brown,Male,Good
1672,6,1,68,Jacket,High Heels Red,Vanity,6,Red,Female,Fair
1673,5,3,45,Vest,Classic Levy Shirt,Levy,M,Grey,Female,Great
1674,5,3,63,Shoes,Classic frat shorts,Vineyard Vines,31,Pink,Male,Poor
1675,3,2,31,Sweatshirt,Colorado Flag Shirt tight,Coloradical,S,Pink,Female,Good
1676,1,2,17,Shorts,Carhart logo hat,Carhart,M,Brown,Unisex,Fair
1677,1,1,69,Hat,Vintage Mac Demarco Hat,Yiin,M,White,Unisex,Good
1678,3,2,45,Shirt,Old trendy black high waisted,Levy,30,Black,Female,Good
1679,2,2,43,Dress,Australian beach sweatshirt,Champion,L,Grey,Female,Good
1680,3,2,18,Pants,Short shorts jene style,Levy,29,Blue,Female,Great
1681,1,1,63,Jacket,Small brown phish shirt - 2011,Concert,S,Brown,Male,Good
1682,3,3,65,Vest,light purple flowery dress,Lulus,4,Purple,Female,Fair
1683,4,2,68,Shoes,Green shirt with blue namaste symbol,Enlight,L,Green,Unisex,Fair
1684,6,2,18,Sweatshirt,classic jenes,Levy,34,Blue,Male,Poor
1685,4,1,40,Shorts,Drapey paper bag pants,Madewell,6,Orange,Female,Fair
1686,3,3,49,Hat,Solid dual pocket denim,Levy,M,Blue,Female,Fair
1687,2,1,54,Shirt,Wolf shirt with snow,HippyTree,L,Light Blue,Male,Poor
1688,3,2,22,Dress,Wool vest with breast pocket,Patagonia,M,Blue,Female,Great
1689,3,1,61,Pants,Puffy winter coat,Volcom,L,Red,Male,Good
1690,6,1,22,Jacket,classic vans,Vans,11,Red,Male,Great
