Fabric_ID,Fabric_Type,Fabric_Weight,Stitch_Type,Num_Layers,Num_Threads,Fabric_Thickness
2201,Canvas,13.33,Topstitching,5,70,0.0098
2202,Canvas,12.11,Topstitching,5,90,0.0118
2203,Cotton,16.12,Upholstery,5,100,0.0192
2204,Cotton,9.83,Overlock,7,150,0.00567
2205,Cotton,13.12,Upholstery,6,120,0.021
2206,Polyester,5.34,Overlock,3,90,0.0008
2207,Silk,8.99,Topstitching,4,120,0.001
2208,Cotton,5.04,Overlock,2,80,0.0008
2209,Polyester,5.34,Overlock,1,80,0.0008
2210,Cotton,14.99,Upholstery,5,150,0.01
2211,Linen,9.08,Upholstery,6,200,0.011
2212,Cotton,13.23,Upholstery,5,120,0.0092
2213,Cotton,5.34,Overlock,2,100,0.0009
2214,Polyester,5.34,Overlock,1,80,0.0008
2215,Wool,7.78,Woven,4,80,0.015
2216,Cotton,8.89,Straight,3,250,0.21
2217,Canvas,13.67,Topstitching,5,150,0.0081
2218,Canvas,13.67,Topstitching,5,150,0.0081
2219,Leather,8,Two Needle,1,20,0.1093
2220,Satin,5.34,Twill,2,100,0.0081
2221,Lace,4.11,Embroidery,1,60,0.007
2222,Cotton,16.7,Upholstery,5,150,0.203
2223,Cotton,8.88,Overlock,3,100,0.00102
2224,Polyester,5.34,Overlock,2,90,0.0008
2225,Cotton,5.11,Overlock,2,90,0.0009
2226,Polyester,5.21,Overlock,1,80,0.0007
2227,Cotton,5.34,Topstitching,3,100,0.0021
2228,Cotton,5.34,Overlock,3,120,0.0007
2229,Silk,8.84,Topstitching,4,140,0.002
2230,Leather,8,Two Needle,1,20,0.1134
2231,Leather,9,Two Needle,1,20,0.10011
2232,Cotton,5.34,Overlock,3,150,0.0001
2233,Polyester,4.44,Overlock,2,80,0.00045
2234,Cotton,7.77,Topstitching,6,90,0.00326
2235,Polyester,6.67,Topstitching,4,110,0.00034
2236,Canvas,13.33,Topstitching,5,70,0.0098
2237,Canvas,12.11,Topstitching,5,90,0.0118
2238,Cotton,16.12,Upholstery,5,100,0.0192
2239,Cotton,9.83,Overlock,7,150,0.00567
2240,Cotton,13.12,Upholstery,6,120,0.021
2241,Polyester,5.34,Overlock,3,90,0.0008
2242,Silk,8.99,Topstitching,4,120,0.001
2243,Cotton,5.04,Overlock,2,80,0.0008
2244,Polyester,5.34,Overlock,1,80,0.0008
2245,Cotton,14.99,Upholstery,5,150,0.01
2246,Linen,9.08,Upholstery,6,200,0.011
2247,Cotton,13.23,Upholstery,5,120,0.0092
2248,Cotton,5.34,Overlock,2,100,0.0009
2249,Polyester,5.34,Overlock,1,80,0.0008
2250,Wool,7.78,Woven,4,80,0.015
2251,Cotton,8.89,Straight,3,250,0.21
2252,Canvas,13.67,Topstitching,5,150,0.0081
2253,Canvas,13.67,Topstitching,5,150,0.0081
2254,Leather,8,Two Needle,1,20,0.1093
2255,Satin,5.34,Twill,2,100,0.0081
2256,Lace,4.11,Embroidery,1,60,0.007
2257,Cotton,16.7,Upholstery,5,150,0.203
2258,Cotton,8.88,Overlock,3,100,0.00102
2259,Polyester,5.34,Overlock,2,90,0.0008
2260,Cotton,5.11,Overlock,2,90,0.0009
2261,Polyester,5.21,Overlock,1,80,0.0007
2262,Cotton,5.34,Topstitching,3,100,0.0021
2263,Cotton,5.34,Overlock,3,120,0.0007
2264,Silk,8.84,Topstitching,4,140,0.002
2265,Leather,8,Two Needle,1,20,0.1134
2266,Leather,9,Two Needle,1,20,0.10011
2267,Cotton,5.34,Overlock,3,150,0.0001
2268,Polyester,4.44,Overlock,2,80,0.00045
2269,Cotton,7.77,Topstitching,6,90,0.00326
2270,Polyester,6.67,Topstitching,4,110,0.00034
2271,Canvas,13.33,Topstitching,5,70,0.0098
2272,Canvas,12.11,Topstitching,5,90,0.0118
2273,Cotton,16.12,Upholstery,5,100,0.0192
2274,Cotton,9.83,Overlock,7,150,0.00567
2275,Cotton,13.12,Upholstery,6,120,0.021
2276,Polyester,5.34,Overlock,3,90,0.0008
2277,Silk,8.99,Topstitching,4,120,0.001
2278,Cotton,5.04,Overlock,2,80,0.0008
2279,Polyester,5.34,Overlock,1,80,0.0008
2280,Cotton,14.99,Upholstery,5,150,0.01
2281,Linen,9.08,Upholstery,6,200,0.011
2282,Cotton,13.23,Upholstery,5,120,0.0092
2283,Cotton,5.34,Overlock,2,100,0.0009
2284,Polyester,5.34,Overlock,1,80,0.0008
2285,Wool,7.78,Woven,4,80,0.015
2286,Cotton,8.89,Straight,3,250,0.21
2287,Canvas,13.67,Topstitching,5,150,0.0081
2288,Canvas,13.67,Topstitching,5,150,0.0081
2289,Leather,8,Two Needle,1,20,0.1093
2290,Satin,5.34,Twill,2,100,0.0081
2291,Lace,4.11,Embroidery,1,60,0.007
2292,Cotton,16.7,Upholstery,5,150,0.203
2293,Cotton,8.88,Overlock,3,100,0.00102
2294,Polyester,5.34,Overlock,2,90,0.0008
2295,Cotton,5.11,Overlock,2,90,0.0009
2296,Polyester,5.21,Overlock,1,80,0.0007
2297,Cotton,5.34,Topstitching,3,100,0.0021
2298,Cotton,5.34,Overlock,3,120,0.0007
2299,Silk,8.84,Topstitching,4,140,0.002
2300,Leather,8,Two Needle,1,20,0.1134
2301,Leather,9,Two Needle,1,20,0.10011
2302,Cotton,5.34,Overlock,3,150,0.0001
2303,Polyester,4.44,Overlock,2,80,0.00045
2304,Cotton,7.77,Topstitching,6,90,0.00326
2305,Polyester,6.67,Topstitching,4,110,0.00034
2306,Canvas,13.33,Topstitching,5,70,0.0098
2307,Canvas,12.11,Topstitching,5,90,0.0118
2308,Cotton,16.12,Upholstery,5,100,0.0192
2309,Cotton,9.83,Overlock,7,150,0.00567
2310,Cotton,13.12,Upholstery,6,120,0.021
2311,Polyester,5.34,Overlock,3,90,0.0008
2312,Silk,8.99,Topstitching,4,120,0.001
2313,Cotton,5.04,Overlock,2,80,0.0008
2314,Polyester,5.34,Overlock,1,80,0.0008
2315,Cotton,14.99,Upholstery,5,150,0.01
2316,Linen,9.08,Upholstery,6,200,0.011
2317,Cotton,13.23,Upholstery,5,120,0.0092
2318,Cotton,5.34,Overlock,2,100,0.0009
2319,Polyester,5.34,Overlock,1,80,0.0008
2320,Wool,7.78,Woven,4,80,0.015
2321,Cotton,8.89,Straight,3,250,0.21
2322,Canvas,13.67,Topstitching,5,150,0.0081
2323,Canvas,13.67,Topstitching,5,150,0.0081
2324,Leather,8,Two Needle,1,20,0.1093
2325,Satin,5.34,Twill,2,100,0.0081
2326,Lace,4.11,Embroidery,1,60,0.007
2327,Cotton,16.7,Upholstery,5,150,0.203
2328,Cotton,8.88,Overlock,3,100,0.00102
2329,Polyester,5.34,Overlock,2,90,0.0008
2330,Cotton,5.11,Overlock,2,90,0.0009
2331,Polyester,5.21,Overlock,1,80,0.0007
2332,Cotton,5.34,Topstitching,3,100,0.0021
2333,Cotton,5.34,Overlock,3,120,0.0007
2334,Silk,8.84,Topstitching,4,140,0.002
2335,Leather,8,Two Needle,1,20,0.1134
2336,Leather,9,Two Needle,1,20,0.10011
2337,Cotton,5.34,Overlock,3,150,0.0001
2338,Polyester,4.44,Overlock,2,80,0.00045
2339,Cotton,7.77,Topstitching,6,90,0.00326
2340,Polyester,6.67,Topstitching,4,110,0.00034
2341,Canvas,13.33,Topstitching,5,70,0.0098
2342,Canvas,12.11,Topstitching,5,90,0.0118
2343,Cotton,16.12,Upholstery,5,100,0.0192
2344,Cotton,9.83,Overlock,7,150,0.00567
2345,Cotton,13.12,Upholstery,6,120,0.021
2346,Polyester,5.34,Overlock,3,90,0.0008
2347,Silk,8.99,Topstitching,4,120,0.001
2348,Cotton,5.04,Overlock,2,80,0.0008
2349,Polyester,5.34,Overlock,1,80,0.0008
2350,Cotton,14.99,Upholstery,5,150,0.01
2351,Linen,9.08,Upholstery,6,200,0.011
2352,Cotton,13.23,Upholstery,5,120,0.0092
2353,Cotton,5.34,Overlock,2,100,0.0009
2354,Polyester,5.34,Overlock,1,80,0.0008
2355,Wool,7.78,Woven,4,80,0.015
2356,Cotton,8.89,Straight,3,250,0.21
2357,Canvas,13.67,Topstitching,5,150,0.0081
2358,Canvas,13.67,Topstitching,5,150,0.0081
2359,Leather,8,Two Needle,1,20,0.1093
2360,Satin,5.34,Twill,2,100,0.0081
2361,Lace,4.11,Embroidery,1,60,0.007
2362,Cotton,16.7,Upholstery,5,150,0.203
2363,Cotton,8.88,Overlock,3,100,0.00102
2364,Polyester,5.34,Overlock,2,90,0.0008
2365,Cotton,5.11,Overlock,2,90,0.0009
2366,Polyester,5.21,Overlock,1,80,0.0007
2367,Cotton,5.34,Topstitching,3,100,0.0021
2368,Cotton,5.34,Overlock,3,120,0.0007
2369,Silk,8.84,Topstitching,4,140,0.002
2370,Leather,8,Two Needle,1,20,0.1134
2371,Leather,9,Two Needle,1,20,0.10011
2372,Cotton,5.34,Overlock,3,150,0.0001
2373,Polyester,4.44,Overlock,2,80,0.00045
2374,Cotton,7.77,Topstitching,6,90,0.00326
2375,Polyester,6.67,Topstitching,4,110,0.00034
2376,Canvas,13.33,Topstitching,5,70,0.0098
2377,Canvas,12.11,Topstitching,5,90,0.0118
2378,Cotton,16.12,Upholstery,5,100,0.0192
2379,Cotton,9.83,Overlock,7,150,0.00567
2380,Cotton,13.12,Upholstery,6,120,0.021
2381,Polyester,5.34,Overlock,3,90,0.0008
2382,Silk,8.99,Topstitching,4,120,0.001
2383,Cotton,5.04,Overlock,2,80,0.0008
2384,Polyester,5.34,Overlock,1,80,0.0008
2385,Cotton,14.99,Upholstery,5,150,0.01
2386,Linen,9.08,Upholstery,6,200,0.011
2387,Cotton,13.23,Upholstery,5,120,0.0092
2388,Cotton,5.34,Overlock,2,100,0.0009
2389,Polyester,5.34,Overlock,1,80,0.0008
2390,Wool,7.78,Woven,4,80,0.015
2391,Cotton,8.89,Straight,3,250,0.21
2392,Canvas,13.67,Topstitching,5,150,0.0081
2393,Canvas,13.67,Topstitching,5,150,0.0081
2394,Leather,8,Two Needle,1,20,0.1093
2395,Satin,5.34,Twill,2,100,0.0081
2396,Lace,4.11,Embroidery,1,60,0.007
2397,Cotton,16.7,Upholstery,5,150,0.203
2398,Cotton,8.88,Overlock,3,100,0.00102
2399,Polyester,5.34,Overlock,2,90,0.0008
2400,Cotton,5.11,Overlock,2,90,0.0009
2401,Polyester,5.21,Overlock,1,80,0.0007
2402,Cotton,5.34,Topstitching,3,100,0.0021
2403,Cotton,5.34,Overlock,3,120,0.0007
2404,Silk,8.84,Topstitching,4,140,0.002
2405,Leather,8,Two Needle,1,20,0.1134
2406,Leather,9,Two Needle,1,20,0.10011
2407,Cotton,5.34,Overlock,3,150,0.0001
2408,Polyester,4.44,Overlock,2,80,0.00045
2409,Cotton,7.77,Topstitching,6,90,0.00326
2410,Polyester,6.67,Topstitching,4,110,0.00034
2411,Canvas,13.33,Topstitching,5,70,0.0098
2412,Canvas,12.11,Topstitching,5,90,0.0118
2413,Cotton,16.12,Upholstery,5,100,0.0192
2414,Cotton,9.83,Overlock,7,150,0.00567
2415,Cotton,13.12,Upholstery,6,120,0.021
2416,Polyester,5.34,Overlock,3,90,0.0008
2417,Silk,8.99,Topstitching,4,120,0.001
2418,Cotton,5.04,Overlock,2,80,0.0008
2419,Polyester,5.34,Overlock,1,80,0.0008
2420,Cotton,14.99,Upholstery,5,150,0.01
2421,Linen,9.08,Upholstery,6,200,0.011
2422,Cotton,13.23,Upholstery,5,120,0.0092
2423,Cotton,5.34,Overlock,2,100,0.0009
2424,Polyester,5.34,Overlock,1,80,0.0008
2425,Wool,7.78,Woven,4,80,0.015
2426,Cotton,8.89,Straight,3,250,0.21
2427,Canvas,13.67,Topstitching,5,150,0.0081
2428,Canvas,13.67,Topstitching,5,150,0.0081
2429,Leather,8,Two Needle,1,20,0.1093
2430,Satin,5.34,Twill,2,100,0.0081
2431,Lace,4.11,Embroidery,1,60,0.007
2432,Cotton,16.7,Upholstery,5,150,0.203
2433,Cotton,8.88,Overlock,3,100,0.00102
2434,Polyester,5.34,Overlock,2,90,0.0008
2435,Cotton,5.11,Overlock,2,90,0.0009
2436,Polyester,5.21,Overlock,1,80,0.0007
2437,Cotton,5.34,Topstitching,3,100,0.0021
2438,Cotton,5.34,Overlock,3,120,0.0007
2439,Silk,8.84,Topstitching,4,140,0.002
2440,Leather,8,Two Needle,1,20,0.1134
2441,Leather,9,Two Needle,1,20,0.10011
2442,Cotton,5.34,Overlock,3,150,0.0001
2443,Polyester,4.44,Overlock,2,80,0.00045
2444,Cotton,7.77,Topstitching,6,90,0.00326
2445,Polyester,6.67,Topstitching,4,110,0.00034
2446,Canvas,13.33,Topstitching,5,70,0.0098
2447,Canvas,12.11,Topstitching,5,90,0.0118
2448,Cotton,16.12,Upholstery,5,100,0.0192
2449,Cotton,9.83,Overlock,7,150,0.00567
2450,Cotton,13.12,Upholstery,6,120,0.021
2451,Polyester,5.34,Overlock,3,90,0.0008
2452,Silk,8.99,Topstitching,4,120,0.001
2453,Cotton,5.04,Overlock,2,80,0.0008
2454,Polyester,5.34,Overlock,1,80,0.0008
2455,Cotton,14.99,Upholstery,5,150,0.01
2456,Linen,9.08,Upholstery,6,200,0.011
2457,Cotton,13.23,Upholstery,5,120,0.0092
2458,Cotton,5.34,Overlock,2,100,0.0009
2459,Polyester,5.34,Overlock,1,80,0.0008
2460,Wool,7.78,Woven,4,80,0.015
2461,Cotton,8.89,Straight,3,250,0.21
2462,Canvas,13.67,Topstitching,5,150,0.0081
2463,Canvas,13.67,Topstitching,5,150,0.0081
2464,Leather,8,Two Needle,1,20,0.1093
2465,Satin,5.34,Twill,2,100,0.0081
2466,Lace,4.11,Embroidery,1,60,0.007
2467,Cotton,16.7,Upholstery,5,150,0.203
2468,Cotton,8.88,Overlock,3,100,0.00102
2469,Polyester,5.34,Overlock,2,90,0.0008
2470,Cotton,5.11,Overlock,2,90,0.0009
2471,Polyester,5.21,Overlock,1,80,0.0007
2472,Cotton,5.34,Topstitching,3,100,0.0021
2473,Cotton,5.34,Overlock,3,120,0.0007
2474,Silk,8.84,Topstitching,4,140,0.002
2475,Leather,8,Two Needle,1,20,0.1134
